Drug,Phenotype,Ranked Targets,Common Targets,Overall Percentage,New_DrugBank Total Targets,ChEMBL Total Targets,STITCH Total Targets,TTD Total Targets,New_DrugBank Identified Targets,ChEMBL Identified Targets,STITCH Identified Targets,TTD Identified Targets,New_DrugBank Percentage,ChEMBL Percentage,STITCH Percentage,TTD Percentage
nefazodone,adenocarcinoma of pancreas,3,0,0.0,16.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nefazodone,phen_tp_pancreatitis,4,1,25.0,16.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,16.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Sig_pancreatitis,17,3,17.65,16.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,18.75,25.0,25.0,0.0
nefazodone,thrombocytopenia 5,8,1,12.5,16.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0
nefazodone,thrombocytopenia 6,17,4,23.53,16.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
nefazodone,macrothrombocytopenia,5,1,20.0,16.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0
nefazodone,idiopathic thrombocytopenia,15,5,33.33,16.0,4.0,4.0,1.0,5.0,1.0,1.0,0.0,31.25,25.0,25.0,0.0
nefazodone,thrombocytopenia due to platelet alloimmunization,15,5,33.33,16.0,4.0,4.0,1.0,5.0,2.0,2.0,1.0,31.25,50.0,50.0,100.0
nefazodone,phen_tp_thrombocytopenia,12,2,16.67,16.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Sig_thrombocytopenia,14,4,28.57,16.0,4.0,4.0,1.0,4.0,1.0,1.0,0.0,25.0,25.0,25.0,0.0
nefazodone,myocardial infarction,5,1,20.0,16.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0
nefazodone,old myocardial infarction,15,4,26.67,16.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
nefazodone,acute myocardial infarction,6,0,0.0,16.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nefazodone,phen_sig_tp_noFP_Sig_myocardial infarction,17,3,17.65,16.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,18.75,25.0,25.0,0.0
neomycin,hypertension,8,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,prehypertension,17,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,hypertensive disease,15,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,genetic hypertension,8,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,pulmonary hypertension,22,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,essential hypertension,7,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,"hypertension, renovascular",14,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,idiopathic pulmonary hypertension,11,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,renal hypertension,3,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,ocular hypertension,19,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,"hypertension, portal",0,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_tp_hypertension,6,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_sig_tp_noFP_Dis_hypertension,5,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_sig_tp_noFP_Sig_hypertension,19,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,pancreatitis,10,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,acute pancreatitis,17,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,pancreatitis idiopathic,10,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,adenocarcinoma of pancreas,3,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_tp_pancreatitis,4,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,thrombocytopenia 5,8,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,thrombocytopenia 6,17,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,macrothrombocytopenia,5,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,idiopathic thrombocytopenia,15,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,thrombocytopenia due to platelet alloimmunization,15,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_tp_thrombocytopenia,12,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_sig_tp_noFP_Sig_thrombocytopenia,14,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,myocardial infarction,5,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,old myocardial infarction,15,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,acute myocardial infarction,6,0,0.0,1.0,,,,0.0,,,,0.0,,,
neomycin,phen_sig_tp_noFP_Sig_myocardial infarction,17,0,0.0,1.0,,,,0.0,,,,0.0,,,
pseudoephedrine,hypertension,8,5,62.5,13.0,1.0,,1.0,2.0,1.0,,1.0,15.38,100.0,,100.0
pseudoephedrine,prehypertension,17,3,17.65,13.0,1.0,,1.0,2.0,0.0,,0.0,15.38,0.0,,0.0
pseudoephedrine,hypertensive disease,15,2,13.33,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,genetic hypertension,8,1,12.5,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,pulmonary hypertension,22,6,27.27,13.0,1.0,,1.0,4.0,0.0,,1.0,30.77,0.0,,100.0
pseudoephedrine,essential hypertension,7,3,42.86,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,"hypertension, renovascular",14,4,28.57,13.0,1.0,,1.0,2.0,0.0,,0.0,15.38,0.0,,0.0
pseudoephedrine,idiopathic pulmonary hypertension,11,2,18.18,13.0,1.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,100.0
pseudoephedrine,renal hypertension,3,0,0.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,ocular hypertension,19,4,21.05,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,"hypertension, portal",0,0,0.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,phen_tp_hypertension,6,3,50.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,phen_sig_tp_noFP_Dis_hypertension,5,2,40.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,phen_sig_tp_noFP_Sig_hypertension,19,6,31.58,13.0,1.0,,1.0,3.0,1.0,,0.0,23.08,100.0,,0.0
pseudoephedrine,pancreatitis,10,2,20.0,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,acute pancreatitis,17,4,23.53,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,pancreatitis idiopathic,10,2,20.0,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,adenocarcinoma of pancreas,3,0,0.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,phen_tp_pancreatitis,4,0,0.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,phen_sig_tp_noFP_Sig_pancreatitis,17,3,17.65,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,thrombocytopenia 5,8,3,37.5,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,thrombocytopenia 6,17,2,11.76,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,macrothrombocytopenia,5,2,40.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,idiopathic thrombocytopenia,15,3,20.0,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,thrombocytopenia due to platelet alloimmunization,15,2,13.33,13.0,1.0,,1.0,1.0,0.0,,1.0,7.69,0.0,,100.0
pseudoephedrine,phen_tp_thrombocytopenia,12,3,25.0,13.0,1.0,,1.0,0.0,0.0,,1.0,0.0,0.0,,100.0
pseudoephedrine,phen_sig_tp_noFP_Sig_thrombocytopenia,14,3,21.43,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,myocardial infarction,5,1,20.0,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,old myocardial infarction,15,4,26.67,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
pseudoephedrine,acute myocardial infarction,6,1,16.67,13.0,1.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
pseudoephedrine,phen_sig_tp_noFP_Sig_myocardial infarction,17,4,23.53,13.0,1.0,,1.0,1.0,0.0,,0.0,7.69,0.0,,0.0
flutamide,hypertension,8,1,12.5,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,prehypertension,17,1,5.88,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,hypertensive disease,15,1,6.67,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,genetic hypertension,8,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,pulmonary hypertension,22,1,4.55,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,essential hypertension,7,1,14.29,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,"hypertension, renovascular",14,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,idiopathic pulmonary hypertension,11,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,renal hypertension,3,1,33.33,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,ocular hypertension,19,1,5.26,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,"hypertension, portal",0,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,phen_tp_hypertension,6,2,33.33,9.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0
flutamide,phen_sig_tp_noFP_Dis_hypertension,5,2,40.0,9.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0
flutamide,phen_sig_tp_noFP_Sig_hypertension,19,1,5.26,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,pancreatitis,10,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,acute pancreatitis,17,1,5.88,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,pancreatitis idiopathic,10,1,10.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,adenocarcinoma of pancreas,3,1,33.33,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,phen_tp_pancreatitis,4,1,25.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,thrombocytopenia 5,8,1,12.5,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,thrombocytopenia 6,17,1,5.88,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,macrothrombocytopenia,5,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,idiopathic thrombocytopenia,15,1,6.67,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,thrombocytopenia due to platelet alloimmunization,15,2,13.33,9.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0
flutamide,phen_tp_thrombocytopenia,12,1,8.33,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,phen_sig_tp_noFP_Sig_thrombocytopenia,14,1,7.14,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
flutamide,myocardial infarction,5,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,old myocardial infarction,15,2,13.33,9.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0
flutamide,acute myocardial infarction,6,0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flutamide,phen_sig_tp_noFP_Sig_myocardial infarction,17,1,5.88,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
naloxone,hypertension,8,1,12.5,13.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0
naloxone,prehypertension,17,3,17.65,13.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,23.08,33.33,0.0,0.0
naloxone,hypertensive disease,15,3,20.0,13.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,23.08,66.67,50.0,0.0
naloxone,genetic hypertension,8,1,12.5,13.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0
naloxone,pulmonary hypertension,22,2,9.09,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0
naloxone,essential hypertension,7,3,42.86,13.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0
naloxone,"hypertension, renovascular",14,2,14.29,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0
naloxone,idiopathic pulmonary hypertension,11,1,9.09,13.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0
naloxone,renal hypertension,3,0,0.0,13.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naloxone,ocular hypertension,19,6,31.58,13.0,3.0,2.0,1.0,6.0,2.0,1.0,0.0,46.15,66.67,50.0,0.0
naloxone,"hypertension, portal",0,0,0.0,13.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naloxone,phen_tp_hypertension,6,2,33.33,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0
naloxone,phen_sig_tp_noFP_Dis_hypertension,5,2,40.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0
naloxone,phen_sig_tp_noFP_Sig_hypertension,19,4,21.05,13.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,30.77,33.33,0.0,0.0
naloxone,pancreatitis,10,4,40.0,13.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,30.77,66.67,50.0,0.0
naloxone,acute pancreatitis,17,4,23.53,13.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,30.77,66.67,50.0,0.0
naloxone,pancreatitis idiopathic,10,4,40.0,13.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,30.77,66.67,50.0,0.0
naloxone,adenocarcinoma of pancreas,3,0,0.0,13.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naloxone,phen_tp_pancreatitis,4,1,25.0,13.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0
naloxone,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,13.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0
naloxone,phen_sig_tp_noFP_Sig_pancreatitis,17,3,17.65,13.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,23.08,66.67,50.0,0.0
naloxone,thrombocytopenia 5,8,3,37.5,13.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0
naloxone,thrombocytopenia 6,17,4,23.53,13.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,30.77,66.67,50.0,0.0
naloxone,macrothrombocytopenia,5,1,20.0,13.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0
naloxone,idiopathic thrombocytopenia,15,5,33.33,13.0,3.0,2.0,1.0,5.0,2.0,1.0,0.0,38.46,66.67,50.0,0.0
naloxone,thrombocytopenia due to platelet alloimmunization,15,0,0.0,13.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naloxone,phen_tp_thrombocytopenia,12,2,16.67,13.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0
naloxone,phen_sig_tp_noFP_Sig_thrombocytopenia,14,4,28.57,13.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,30.77,0.0,0.0,0.0
naloxone,myocardial infarction,5,1,20.0,13.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0
naloxone,old myocardial infarction,15,6,40.0,13.0,3.0,2.0,1.0,6.0,2.0,1.0,0.0,46.15,66.67,50.0,0.0
naloxone,acute myocardial infarction,6,0,0.0,13.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naloxone,phen_sig_tp_noFP_Sig_myocardial infarction,17,4,23.53,13.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,30.77,66.67,50.0,0.0
miltefosine,hypertension,8,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,prehypertension,17,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,hypertensive disease,15,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,genetic hypertension,8,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,pulmonary hypertension,22,1,4.55,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,essential hypertension,7,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,"hypertension, renovascular",14,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,idiopathic pulmonary hypertension,11,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,renal hypertension,3,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,ocular hypertension,19,1,5.26,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,"hypertension, portal",0,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,phen_tp_hypertension,6,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,phen_sig_tp_noFP_Dis_hypertension,5,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,phen_sig_tp_noFP_Sig_hypertension,19,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,pancreatitis,10,1,10.0,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,acute pancreatitis,17,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,pancreatitis idiopathic,10,1,10.0,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,adenocarcinoma of pancreas,3,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,phen_tp_pancreatitis,4,1,25.0,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,phen_sig_tp_noFP_Dis_pancreatitis,4,1,25.0,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,thrombocytopenia 5,8,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,thrombocytopenia 6,17,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,macrothrombocytopenia,5,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,idiopathic thrombocytopenia,15,1,6.67,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,thrombocytopenia due to platelet alloimmunization,15,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,phen_tp_thrombocytopenia,12,1,8.33,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,phen_sig_tp_noFP_Sig_thrombocytopenia,14,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,myocardial infarction,5,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,old myocardial infarction,15,1,6.67,2.0,,,1.0,1.0,,,0.0,50.0,,,0.0
miltefosine,acute myocardial infarction,6,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
miltefosine,phen_sig_tp_noFP_Sig_myocardial infarction,17,0,0.0,2.0,,,1.0,0.0,,,0.0,0.0,,,0.0
methsuximide,hypertension,8,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,prehypertension,17,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,hypertensive disease,15,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,genetic hypertension,8,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,pulmonary hypertension,22,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,essential hypertension,7,1,14.29,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,"hypertension, renovascular",14,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,idiopathic pulmonary hypertension,11,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,renal hypertension,3,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,ocular hypertension,19,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,"hypertension, portal",0,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,phen_tp_hypertension,6,1,16.67,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,phen_sig_tp_noFP_Dis_hypertension,5,1,20.0,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,phen_sig_tp_noFP_Sig_hypertension,19,1,5.26,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,pancreatitis,10,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,acute pancreatitis,17,1,5.88,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,pancreatitis idiopathic,10,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,adenocarcinoma of pancreas,3,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,phen_tp_pancreatitis,4,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,phen_sig_tp_noFP_Dis_pancreatitis,4,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,phen_sig_tp_noFP_Sig_pancreatitis,17,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,thrombocytopenia 5,8,1,12.5,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,thrombocytopenia 6,17,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,macrothrombocytopenia,5,1,20.0,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,idiopathic thrombocytopenia,15,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,thrombocytopenia due to platelet alloimmunization,15,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,phen_tp_thrombocytopenia,12,1,8.33,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,phen_sig_tp_noFP_Sig_thrombocytopenia,14,1,7.14,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,myocardial infarction,5,1,20.0,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
methsuximide,old myocardial infarction,15,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,acute myocardial infarction,6,0,0.0,2.0,3.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
methsuximide,phen_sig_tp_noFP_Sig_myocardial infarction,17,1,5.88,2.0,3.0,,1.0,1.0,0.0,,0.0,50.0,0.0,,0.0
ledipasvir,hypertension,8,0,0.0,2.0,1.0,,,0.0,0.0,,,0.0,0.0,,
ledipasvir,prehypertension,17,0,0.0,2.0,1.0,,,0.0,0.0,,,0.0,0.0,,
ledipasvir,hypertensive disease,15,0,0.0,2.0,1.0,,,0.0,0.0,,,0.0,0.0,,
ledipasvir,genetic hypertension,8,0,0.0,2.0,1.0,,,0.0,0.0,,,0.0,0.0,,
ledipasvir,pulmonary hypertension,22,1,4.55,2.0,1.0,,,1.0,0.0,,,50.0,0.0,,
